group,die_index,image_path
C,44,../bueschelquinare_preprocessed/obverse/C/3210_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3120_a_cropped_graymasked.png
C,41,../bueschelquinare_preprocessed/obverse/C/2886_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/2305_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3069_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3298_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2430_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3442_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/2278_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3898_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2689_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2738_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2890_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/2481_a_cropped_graymasked.png
C,69,../bueschelquinare_preprocessed/obverse/C/2239_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2427_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3024_a_cropped_graymasked.png
C,39,../bueschelquinare_preprocessed/obverse/C/2895_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/2735_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2920_a_cropped_graymasked.png
C,60,../bueschelquinare_preprocessed/obverse/C/3513_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2315_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3127_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2332_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2917_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2943_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3335_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3495_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2352_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3067_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3508_a_cropped_graymasked.png
C,66,../bueschelquinare_preprocessed/obverse/C/3883_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/2794_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2657_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2618_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2479_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2662_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3288_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3531_a_cropped_graymasked.png
C,40,../bueschelquinare_preprocessed/obverse/C/3320_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3504_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/3494_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2710_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3037_a_cropped_graymasked.png
C,72,../bueschelquinare_preprocessed/obverse/C/2704_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/2602_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3523_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3539_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3511_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3234_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2795_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3538_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2509_a_cropped_graymasked.png
C,55,../bueschelquinare_preprocessed/obverse/C/3501_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2702_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3919_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3070_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2674_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2307_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/2573_a_cropped_graymasked.png
C,27,../bueschelquinare_preprocessed/obverse/C/204_a_cropped_graymasked.png
C,40,../bueschelquinare_preprocessed/obverse/C/3882_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2245_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3049_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2639_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/2212_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2286_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2832_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2681_a_cropped_graymasked.png
C,69,../bueschelquinare_preprocessed/obverse/C/2226_a_cropped_graymasked.png
C,17,../bueschelquinare_preprocessed/obverse/C/2758_a_cropped_graymasked.png
C,29,../bueschelquinare_preprocessed/obverse/C/3085_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/3953_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3518_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2898_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3497_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2502_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/195_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3324_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2600_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/185_a_cropped_graymasked.png
C,69,../bueschelquinare_preprocessed/obverse/C/2789_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3341_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/2493_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2388_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3920_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2649_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3082_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/3059_a_cropped_graymasked.png
C,54,../bueschelquinare_preprocessed/obverse/C/2647_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2541_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2670_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2449_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/209_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/2787_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2654_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3054_a_cropped_graymasked.png
C,66,../bueschelquinare_preprocessed/obverse/C/3924_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/3350_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/222_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3307_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2386_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2601_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2555_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2356_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/2584_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3487_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2910_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3329_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/2542_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/2652_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/2682_a_cropped_graymasked.png
C,40,../bueschelquinare_preprocessed/obverse/C/3581_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3080_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3993_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3541_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2578_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2936_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3167_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/2701_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2648_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2653_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/159_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3899_a_cropped_graymasked.png
C,79,../bueschelquinare_preprocessed/obverse/C/2672_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3280_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2650_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2554_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3325_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2721_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3331_a_cropped_graymasked.png
C,55,../bueschelquinare_preprocessed/obverse/C/2857_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3332_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3485_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3916_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2692_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2745_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2576_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/3154_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3948_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3078_a_cropped_graymasked.png
C,62,../bueschelquinare_preprocessed/obverse/C/3905_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3312_a_cropped_graymasked.png
C,67,../bueschelquinare_preprocessed/obverse/C/2381_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/2376_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3286_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2626_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2889_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3144_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3996_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3253_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2415_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2444_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/2339_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3089_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3359_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2320_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3073_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/294_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2807_a_cropped_graymasked.png
C,76,../bueschelquinare_preprocessed/obverse/C/3079_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/2801_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2837_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2341_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3230_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2459_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/304_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3525_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2705_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3467_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2557_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3035_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/2405_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3913_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/186_a_cropped_graymasked.png
C,67,../bueschelquinare_preprocessed/obverse/C/187_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2660_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/2625_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/2896_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3884_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/3893_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2707_a_cropped_graymasked.png
C,34,../bueschelquinare_preprocessed/obverse/C/2580_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/3257_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/242_a_cropped_graymasked.png
C,46,../bueschelquinare_preprocessed/obverse/C/2841_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3517_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3328_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2684_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3125_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3575_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2560_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/3927_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3901_a_cropped_graymasked.png
C,74,../bueschelquinare_preprocessed/obverse/C/245_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/3548_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2568_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2696_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2655_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3299_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2425_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/2302_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3530_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/3966_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3890_a_cropped_graymasked.png
C,55,../bueschelquinare_preprocessed/obverse/C/3489_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3895_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/225_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/3055_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/210_a_cropped_graymasked.png
C,31,../bueschelquinare_preprocessed/obverse/C/3939_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2549_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2613_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/3187_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/2590_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2770_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2546_a_cropped_graymasked.png
C,43,../bueschelquinare_preprocessed/obverse/C/3060_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/2533_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/3182_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3490_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3468_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3333_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3529_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3061_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3088_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2715_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2891_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3510_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3048_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3177_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2609_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3470_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3958_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/2335_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2724_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2334_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3918_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3042_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3064_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/3148_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3025_a_cropped_graymasked.png
C,36,../bueschelquinare_preprocessed/obverse/C/243_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2605_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/2242_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3229_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3277_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2634_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2924_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2749_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2574_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3514_a_cropped_graymasked.png
C,72,../bueschelquinare_preprocessed/obverse/C/3502_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/3540_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3338_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2287_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2627_a_cropped_graymasked.png
C,40,../bueschelquinare_preprocessed/obverse/C/3911_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2345_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3520_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3036_a_cropped_graymasked.png
C,48,../bueschelquinare_preprocessed/obverse/C/2782_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3952_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3466_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3283_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3068_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/282_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3222_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/3052_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/3192_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3056_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2547_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/174_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3041_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3083_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3180_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2904_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2893_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3509_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3139_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2587_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/2383_a_cropped_graymasked.png
C,66,../bueschelquinare_preprocessed/obverse/C/3212_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2615_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/2331_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2411_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/3181_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3459_a_cropped_graymasked.png
C,66,../bueschelquinare_preprocessed/obverse/C/132_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2747_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3951_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3547_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3488_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3113_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2661_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/164_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3522_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2688_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3528_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3043_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2382_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2238_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3145_a_cropped_graymasked.png
C,78,../bueschelquinare_preprocessed/obverse/C/2556_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/3931_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/2585_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3164_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2630_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/3032_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3516_a_cropped_graymasked.png
C,31,../bueschelquinare_preprocessed/obverse/C/2620_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/2726_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2694_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/2719_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/2656_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/3881_a_cropped_graymasked.png
C,39,../bueschelquinare_preprocessed/obverse/C/238_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2498_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/2223_a_cropped_graymasked.png
C,78,../bueschelquinare_preprocessed/obverse/C/2693_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2581_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3034_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3543_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/3445_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/3917_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3550_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/3928_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2779_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2535_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/3184_a_cropped_graymasked.png
C,17,../bueschelquinare_preprocessed/obverse/C/2562_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2532_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3985_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2925_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2624_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/162_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3149_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/291_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2623_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/3970_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/251_a_cropped_graymasked.png
